MesContable,MesCreacion,Numero,Cuenta,TipoSaldo,TipoOrigen,Cant,Total_Importe1,Importe_cierre,Importe_operativo
b'2023-01',b'2024-01',21302011,SINDICATO CAMIONEROS SALTA,1,0,1,296279.03,296279.03,0.0
b'2023-12',b'2024-01',21302011,SINDICATO CAMIONEROS SALTA,1,0,1,775376.22,0.0,775376.22
b'2024-01',b'2024-02',21302011,SINDICATO CAMIONEROS SALTA,1,0,1,425935.03,0.0,425935.03
b'2024-02',b'2024-03',21302011,SINDICATO CAMIONEROS SALTA,1,0,2,1259822.26,1259822.26,0.0
b'2023-12',b'2024-04',21302011,SINDICATO CAMIONEROS SALTA,0,0,1,4232599.09,4232599.09,0.0
b'2024-03',b'2024-04',21302011,SINDICATO CAMIONEROS SALTA,1,0,1,1017082.64,0.0,1017082.64
b'2023-12',b'2024-05',21302011,SINDICATO CAMIONEROS SALTA,0,11,1,775376.22,775376.22,0.0
b'2024-01',b'2024-09',21302011,SINDICATO CAMIONEROS SALTA,1,0,1,775376.22,775376.22,0.0
b'2024-05',b'2024-10',21302011,SINDICATO CAMIONEROS SALTA,1,0,1,1071107.56,0.0,1071107.56
b'2024-04',b'2024-10',21302011,SINDICATO CAMIONEROS SALTA,1,0,1,1254604.22,0.0,1254604.22
b'2024-09',b'2024-10',21302011,SINDICATO CAMIONEROS SALTA,1,0,1,1332036.37,0.0,1332036.37
b'2024-06',b'2024-10',21302011,SINDICATO CAMIONEROS SALTA,1,0,1,1638501.12,0.0,1638501.12
b'2024-07',b'2024-10',21302011,SINDICATO CAMIONEROS SALTA,1,0,1,1206206.0,0.0,1206206.0
b'2024-08',b'2024-10',21302011,SINDICATO CAMIONEROS SALTA,1,0,1,1250211.98,0.0,1250211.98
b'2024-12',b'2025-03',21302011,SINDICATO CAMIONEROS SALTA,0,0,1,13894956.14,13894956.14,0.0
b'2024-11',b'2025-03',21302011,SINDICATO CAMIONEROS SALTA,1,0,1,1332036.37,1332036.37,0.0
b'2024-12',b'2025-03',21302011,SINDICATO CAMIONEROS SALTA,1,0,1,2769271.74,0.0,2769271.74
b'2024-10',b'2025-03',21302011,SINDICATO CAMIONEROS SALTA,1,0,1,1332036.37,1332036.37,0.0
b'2024-12',b'2025-05',21302011,SINDICATO CAMIONEROS SALTA,0,11,1,2769271.74,2769271.74,0.0
b'2025-01',b'2025-05',21302011,SINDICATO CAMIONEROS SALTA,1,0,1,2769271.74,2769271.74,0.0
b'2025-03',b'2025-06',21302011,SINDICATO CAMIONEROS SALTA,1,0,1,2280771.12,0.0,2280771.12
b'2025-01',b'2025-06',21302011,SINDICATO CAMIONEROS SALTA,1,0,1,2363913.92,2363913.92,0.0
b'2025-04',b'2025-06',21302011,SINDICATO CAMIONEROS SALTA,1,0,1,2484147.0,0.0,2484147.0
b'2025-02',b'2025-06',21302011,SINDICATO CAMIONEROS SALTA,1,0,1,2373574.81,2373574.81,0.0
b'2025-06',b'2025-07',21302011,SINDICATO CAMIONEROS SALTA,0,0,1,14085222.78,0.0,14085222.78
b'2025-06',b'2025-07',21302011,SINDICATO CAMIONEROS SALTA,1,0,1,2790076.02,0.0,2790076.02
b'2025-05',b'2025-07',21302011,SINDICATO CAMIONEROS SALTA,1,0,1,1813544.19,0.0,1813544.19
b'2025-07',b'2025-09',21302011,SINDICATO CAMIONEROS SALTA,1,0,1,2005833.24,2005833.24,0.0
b'2025-11',b'2026-01',21302011,SINDICATO CAMIONEROS SALTA,0,0,1,9330381.12,9330381.12,0.0
b'2025-09',b'2026-01',21302011,SINDICATO CAMIONEROS SALTA,1,0,1,1993297.01,1993297.01,0.0
b'2025-10',b'2026-01',21302011,SINDICATO CAMIONEROS SALTA,1,0,1,1332036.37,1332036.37,0.0
b'2025-11',b'2026-01',21302011,SINDICATO CAMIONEROS SALTA,1,0,1,1332036.37,1332036.37,0.0
b'2025-08',b'2026-01',21302011,SINDICATO CAMIONEROS SALTA,1,0,1,1930754.71,1930754.71,0.0
b'2025-12',b'2026-05',21302011,SINDICATO CAMIONEROS SALTA,0,0,1,1934822.41,1934822.41,0.0
b'2025-12',b'2026-05',21302011,SINDICATO CAMIONEROS SALTA,1,0,1,3870377.88,0.0,3870377.88
b'2025-12',b'2026-07',21302011,SINDICATO CAMIONEROS SALTA,0,11,1,3989208.07,3989208.07,0.0
b'2026-07',b'2026-07',21302011,SINDICATO CAMIONEROS SALTA,1,0,1,3989208.07,3989208.07,0.0
b'2025-08',b'2025-09',21302013,PROV CARGAS SOCIALES,1,0,1,135577953.26,0.0,135577953.26
b'2025-09',b'2026-01',21302013,PROV CARGAS SOCIALES,0,0,1,135577953.26,0.0,135577953.26
