MesContable,MesCreacion,Numero,Cuenta,TipoSaldo,TipoOrigen,Cant,Total_Importe1
b'2024-12',b'2025-05',42201029,PAT SUELDOS,1,10,1,566658138.07
b'2025-04',b'2025-06',42201029,PAT SUELDOS,0,0,1,62475446.2
b'2025-01',b'2025-06',42201029,PAT SUELDOS,0,0,1,58118409.78
b'2025-02',b'2025-06',42201029,PAT SUELDOS,0,0,1,68440770.4
b'2025-03',b'2025-06',42201029,PAT SUELDOS,0,0,1,57654206.87
b'2025-05',b'2025-07',42201029,PAT SUELDOS,0,0,1,53773581.3
b'2025-06',b'2025-07',42201029,PAT SUELDOS,0,0,1,80243928.62
b'2025-07',b'2025-09',42201029,PAT SUELDOS,0,0,1,59306538.01
b'2025-08',b'2025-09',42201029,PAT SUELDOS,0,0,1,57723703.81
b'2025-08',b'2026-01',42201029,PAT SUELDOS,0,0,1,57723704.81
b'2025-09',b'2026-01',42201029,PAT SUELDOS,0,0,1,59635458.61
b'2025-10',b'2026-01',42201029,PAT SUELDOS,0,0,1,61589623.5
b'2025-11',b'2026-01',42201029,PAT SUELDOS,0,0,2,179278257.15
b'2025-09',b'2026-01',42201029,PAT SUELDOS,1,0,1,57723703.81
b'2025-12',b'2026-05',42201029,PAT SUELDOS,0,0,2,196691184.78
b'2025-12',b'2026-05',42201029,PAT SUELDOS,1,0,1,80155404.63
b'2025-12',b'2026-07',42201029,PAT SUELDOS,1,10,1,914775705.4
b'2024-02',b'2024-02',42201040,PAT OTROS GASTOS PERSONAL,0,2,2,36289.0
b'2024-03',b'2024-03',42201040,PAT OTROS GASTOS PERSONAL,0,8,1,30000.0
b'2024-03',b'2024-03',42201040,PAT OTROS GASTOS PERSONAL,0,2,4,69409.0
b'2024-02',b'2024-04',42201040,PAT OTROS GASTOS PERSONAL,0,2,1,16560.0
b'2024-03',b'2024-04',42201040,PAT OTROS GASTOS PERSONAL,0,2,1,16560.0
b'2024-04',b'2024-04',42201040,PAT OTROS GASTOS PERSONAL,0,2,1,16560.0
b'2024-02',b'2024-04',42201040,PAT OTROS GASTOS PERSONAL,1,2,1,16560.0
b'2023-12',b'2024-05',42201040,PAT OTROS GASTOS PERSONAL,0,0,1,609473.09
b'2023-12',b'2024-05',42201040,PAT OTROS GASTOS PERSONAL,1,10,1,1428130.13
b'2024-08',b'2024-08',42201040,PAT OTROS GASTOS PERSONAL,0,8,2,51500.0
b'2024-08',b'2024-08',42201040,PAT OTROS GASTOS PERSONAL,0,2,2,60526.0
b'2024-09',b'2024-09',42201040,PAT OTROS GASTOS PERSONAL,0,8,2,119309.58
b'2024-10',b'2024-11',42201040,PAT OTROS GASTOS PERSONAL,0,8,2,30000.0
b'2024-11',b'2024-11',42201040,PAT OTROS GASTOS PERSONAL,0,8,1,893884.3
b'2024-10',b'2024-11',42201040,PAT OTROS GASTOS PERSONAL,1,8,1,15000.0
b'2024-12',b'2024-12',42201040,PAT OTROS GASTOS PERSONAL,0,8,2,130899.73
b'2024-11',b'2024-12',42201040,PAT OTROS GASTOS PERSONAL,0,8,2,100000.0
b'2025-02',b'2025-02',42201040,PAT OTROS GASTOS PERSONAL,0,8,1,120000.0
b'2024-08',b'2025-02',42201040,PAT OTROS GASTOS PERSONAL,0,2,1,60526.0
b'2024-03',b'2025-02',42201040,PAT OTROS GASTOS PERSONAL,0,2,1,16560.0
b'2025-03',b'2025-03',42201040,PAT OTROS GASTOS PERSONAL,0,8,1,99421.49
b'2025-02',b'2025-03',42201040,PAT OTROS GASTOS PERSONAL,0,2,3,88146.0
b'2025-03',b'2025-03',42201040,PAT OTROS GASTOS PERSONAL,0,2,4,110460.0
b'2025-03',b'2025-04',42201040,PAT OTROS GASTOS PERSONAL,0,2,1,32906.0
b'2024-12',b'2025-04',42201040,PAT OTROS GASTOS PERSONAL,0,0,1,142195.83
b'2025-05',b'2025-05',42201040,PAT OTROS GASTOS PERSONAL,0,8,1,900000.0
b'2025-05',b'2025-05',42201040,PAT OTROS GASTOS PERSONAL,0,2,1,60000.0
b'2024-12',b'2025-05',42201040,PAT OTROS GASTOS PERSONAL,1,10,1,1759219.44
b'2025-06',b'2025-06',42201040,PAT OTROS GASTOS PERSONAL,0,8,1,900000.0
b'2025-06',b'2025-07',42201040,PAT OTROS GASTOS PERSONAL,0,8,1,12208.0
b'2025-08',b'2025-08',42201040,PAT OTROS GASTOS PERSONAL,0,8,1,450000.0
b'2025-07',b'2025-08',42201040,PAT OTROS GASTOS PERSONAL,0,2,1,50000.0
b'2025-09',b'2025-09',42201040,PAT OTROS GASTOS PERSONAL,0,8,1,450000.0
b'2025-11',b'2025-12',42201040,PAT OTROS GASTOS PERSONAL,0,2,1,95000.0
b'2025-12',b'2025-12',42201040,PAT OTROS GASTOS PERSONAL,0,8,3,736190.43
b'2025-12',b'2025-12',42201040,PAT OTROS GASTOS PERSONAL,1,8,1,18925.5
b'2026-01',b'2026-01',42201040,PAT OTROS GASTOS PERSONAL,0,8,1,41321.49
b'2025-11',b'2026-01',42201040,PAT OTROS GASTOS PERSONAL,0,0,1,375413.97
b'2025-10',b'2026-01',42201040,PAT OTROS GASTOS PERSONAL,0,2,1,95000.0
b'2026-01',b'2026-02',42201040,PAT OTROS GASTOS PERSONAL,0,8,2,43165.29
b'2026-02',b'2026-03',42201040,PAT OTROS GASTOS PERSONAL,0,2,2,200000.0
b'2026-03',b'2026-03',42201040,PAT OTROS GASTOS PERSONAL,0,2,6,933000.0
b'2026-03',b'2026-03',42201040,PAT OTROS GASTOS PERSONAL,1,2,1,115000.0
b'2026-04',b'2026-04',42201040,PAT OTROS GASTOS PERSONAL,0,8,13,14722202.41
b'2026-03',b'2026-04',42201040,PAT OTROS GASTOS PERSONAL,0,8,1,7000.0
b'2026-04',b'2026-04',42201040,PAT OTROS GASTOS PERSONAL,1,8,5,2855586.31
b'2026-03',b'2026-04',42201040,PAT OTROS GASTOS PERSONAL,1,8,1,7000.0
b'2026-03',b'2026-05',42201040,PAT OTROS GASTOS PERSONAL,0,2,1,115000.0
b'2025-12',b'2026-05',42201040,PAT OTROS GASTOS PERSONAL,0,0,1,484876.52
b'2026-05',b'2026-05',42201040,PAT OTROS GASTOS PERSONAL,0,2,3,358000.0
b'2026-04',b'2026-05',42201040,PAT OTROS GASTOS PERSONAL,0,8,2,11545.46
b'2026-04',b'2026-05',42201040,PAT OTROS GASTOS PERSONAL,1,8,1,7000.0
b'2025-12',b'2026-05',42201040,PAT OTROS GASTOS PERSONAL,1,0,1,375413.97
b'2026-06',b'2026-06',42201040,PAT OTROS GASTOS PERSONAL,0,8,2,166000.0
b'2026-05',b'2026-06',42201040,PAT OTROS GASTOS PERSONAL,0,8,1,40815.3
b'2026-06',b'2026-07',42201040,PAT OTROS GASTOS PERSONAL,0,8,1,88680.0
b'2025-12',b'2026-07',42201040,PAT OTROS GASTOS PERSONAL,1,10,1,4665282.94
b'2024-04',b'2024-06',4220120,PAT INDEMNIZACIONES JUDICIALES,0,2,1,500000.0
b'2024-10',b'2024-10',4220120,PAT INDEMNIZACIONES JUDICIALES,0,2,1,435000.0
b'2024-11',b'2024-11',4220120,PAT INDEMNIZACIONES JUDICIALES,0,2,4,5972200.0
b'2024-08',b'2024-11',4220120,PAT INDEMNIZACIONES JUDICIALES,0,2,1,3225000.0
b'2024-09',b'2024-11',4220120,PAT INDEMNIZACIONES JUDICIALES,0,2,1,3225000.0
b'2024-12',b'2024-12',4220120,PAT INDEMNIZACIONES JUDICIALES,0,2,3,5537200.0
b'2024-12',b'2025-04',4220120,PAT INDEMNIZACIONES JUDICIALES,0,0,1,982591.9
b'2024-12',b'2025-05',4220120,PAT INDEMNIZACIONES JUDICIALES,1,11,1,19876991.9
b'2026-06',b'2026-06',4220120,PAT INDEMNIZACIONES JUDICIALES,0,2,1,10000000.0
b'2024-08',b'2024-08',42202023,PAT SUELDOS,0,2,1,3225000.0
b'2024-08',b'2024-11',42202023,PAT SUELDOS,1,2,1,3225000.0
b'2023-04',b'2024-01',42202030,PAT OTROS GASTOS PERSONAL,0,2,3,8340.01
b'2023-12',b'2024-01',42202030,PAT OTROS GASTOS PERSONAL,0,2,1,50000.0
b'2024-01',b'2024-01',42202030,PAT OTROS GASTOS PERSONAL,0,2,1,1500.0
b'2024-01',b'2024-01',42202030,PAT OTROS GASTOS PERSONAL,0,8,1,38677.69
b'2023-08',b'2024-01',42202030,PAT OTROS GASTOS PERSONAL,0,2,1,13192.71
b'2023-12',b'2024-01',42202030,PAT OTROS GASTOS PERSONAL,1,8,1,3420.0
b'2024-02',b'2024-02',42202030,PAT OTROS GASTOS PERSONAL,0,8,1,55537.19
b'2024-03',b'2024-03',42202030,PAT OTROS GASTOS PERSONAL,0,8,1,51570.25
b'2024-04',b'2024-04',42202030,PAT OTROS GASTOS PERSONAL,0,8,1,66611.57
b'2023-12',b'2024-05',42202030,PAT OTROS GASTOS PERSONAL,0,0,1,144884.67
b'2024-05',b'2024-05',42202030,PAT OTROS GASTOS PERSONAL,0,8,1,48429.75
b'2023-12',b'2024-05',42202030,PAT OTROS GASTOS PERSONAL,1,10,1,387652.74
b'2024-06',b'2024-07',42202030,PAT OTROS GASTOS PERSONAL,0,8,1,49586.78
b'2024-07',b'2024-07',42202030,PAT OTROS GASTOS PERSONAL,0,8,1,44628.1
b'2024-08',b'2024-08',42202030,PAT OTROS GASTOS PERSONAL,0,8,1,50413.22
b'2024-09',b'2024-09',42202030,PAT OTROS GASTOS PERSONAL,0,8,1,59504.13
b'2024-10',b'2024-11',42202030,PAT OTROS GASTOS PERSONAL,0,8,1,75371.9
b'2024-11',b'2024-11',42202030,PAT OTROS GASTOS PERSONAL,0,8,1,88760.33
b'2024-12',b'2024-12',42202030,PAT OTROS GASTOS PERSONAL,0,8,1,108429.75
b'2025-01',b'2025-01',42202030,PAT OTROS GASTOS PERSONAL,0,8,1,113719.01
b'2024-12',b'2025-01',42202030,PAT OTROS GASTOS PERSONAL,0,2,1,1800.0
b'2025-02',b'2025-02',42202030,PAT OTROS GASTOS PERSONAL,0,8,1,117685.95
b'2024-10',b'2025-02',42202030,PAT OTROS GASTOS PERSONAL,0,2,1,48526.05
b'2024-12',b'2025-04',42202030,PAT OTROS GASTOS PERSONAL,0,0,1,159456.79
b'2025-04',b'2025-04',42202030,PAT OTROS GASTOS PERSONAL,0,8,1,106446.28
b'2025-03',b'2025-04',42202030,PAT OTROS GASTOS PERSONAL,0,8,1,104132.28
b'2025-05',b'2025-05',42202030,PAT OTROS GASTOS PERSONAL,0,8,1,81652.89
b'2024-12',b'2025-05',42202030,PAT OTROS GASTOS PERSONAL,1,10,1,948803.5
b'2025-06',b'2025-06',42202030,PAT OTROS GASTOS PERSONAL,0,8,1,73801.65
b'2025-07',b'2025-07',42202030,PAT OTROS GASTOS PERSONAL,0,8,1,68842.97
b'2025-08',b'2025-08',42202030,PAT OTROS GASTOS PERSONAL,0,8,1,68842.97
b'2025-06',b'2025-08',42202030,PAT OTROS GASTOS PERSONAL,0,2,1,5000.0
b'2025-09',b'2025-09',42202030,PAT OTROS GASTOS PERSONAL,0,8,1,88181.82
b'2025-10',b'2025-11',42202030,PAT OTROS GASTOS PERSONAL,0,2,1,17500.0
b'2025-11',b'2025-11',42202030,PAT OTROS GASTOS PERSONAL,0,8,1,135785.12
b'2025-10',b'2025-11',42202030,PAT OTROS GASTOS PERSONAL,0,8,1,148842.97
b'2025-12',b'2025-12',42202030,PAT OTROS GASTOS PERSONAL,0,8,1,97603.31
b'2025-10',b'2025-12',42202030,PAT OTROS GASTOS PERSONAL,0,2,1,13400.0
b'2025-08',b'2026-01',42202030,PAT OTROS GASTOS PERSONAL,0,2,1,275000.0
b'2025-11',b'2026-01',42202030,PAT OTROS GASTOS PERSONAL,0,0,1,147257.14
b'2026-01',b'2026-01',42202030,PAT OTROS GASTOS PERSONAL,0,8,1,141322.31
b'2026-03',b'2026-03',42202030,PAT OTROS GASTOS PERSONAL,0,8,2,282809.91
b'2026-03',b'2026-04',42202030,PAT OTROS GASTOS PERSONAL,0,2,2,67000.0
b'2026-04',b'2026-04',42202030,PAT OTROS GASTOS PERSONAL,0,8,1,160991.74
b'2025-12',b'2026-05',42202030,PAT OTROS GASTOS PERSONAL,0,0,1,191975.26
b'2025-12',b'2026-05',42202030,PAT OTROS GASTOS PERSONAL,1,0,1,147257.14
b'2026-04',b'2026-06',42202030,PAT OTROS GASTOS PERSONAL,0,2,2,21500.0
b'2026-05',b'2026-06',42202030,PAT OTROS GASTOS PERSONAL,0,2,1,46000.0
b'2026-05',b'2026-06',42202030,PAT OTROS GASTOS PERSONAL,0,8,1,162148.76
b'2026-06',b'2026-06',42202030,PAT OTROS GASTOS PERSONAL,0,8,1,119752.07
b'2025-12',b'2026-07',42202030,PAT OTROS GASTOS PERSONAL,1,10,1,1708412.48
b'2026-03',b'2026-03',42203002,PAT CAPACITACION DEL PERSONAL,0,8,1,100000.0
